eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"The following is a narrative assessment of how Lavender Brown fulfilled the competencies required in this rotation.
 
Patient Care: 
Lavender displayed excellent ability in her patient care activities in all settings of this rotation.  She was deeply committed to providing comprehensive patient care and challenged herself to take ownership of her patients to the greatest extent possible.  ""Lavender always came to patient-centered rounds prepared, having seen her patients beforehand. She worked well with the residents who were also following her patients, and together they formulated a plan. Each presentation was clear and organized and took into account the family's level of medical sophistication. Her interactions with patients were sincere and reassuring. Although she started, as most students in her class did, with a basic knowledge of Pediatrics, she clearly gained from each patient experience by reading up on the patient's medical problem. By the end of the rotation I believe she felt comfortable with patients of varying ages and degrees of illness.""  ""Lavender was enthusiastic and had focused and concise presentations, which was great!"" ""Lavender did a good history and physical and presented the patient which she saw on her own very well. Interacted well with the patients and families. Asked appropriate questions""  ""Notes were timely, presentations were consistently on-point, and Lavender was always able to efficiently finish her daily work.  

Knowledge for Practice: 
Lavender's fund of knowledge was judged to meet, and at times exceed expectations for her level of training. She was often able to apply her understanding of pathophysiology to the clinical setting. ""She was prepared, confident, and organized during rounds. She asked and answered questions with an appropriate level of certainty and seemed interested in learning in pediatrics."" She scored at the group average and just below the national mean on the NBME shelf exam. 

Practice-based Learning and Improvement: 
Lavender was committed to outside reading during the clerkship in an effort to build a broad base of pediatric knowledge and deepen her experiential learning.  She was eager for all learning opportunities.  ""Lavender showed improvement over the course of her clinical rotation. Her presentations became more concise and better organized. She was thoughtful about differential diagnoses for patients.""  Her case write-up of a patient with an allergic reaction was of solid quality.  She demonstrated a sound approach to the diagnosis and management for this condition and made certain to make the all-important distinction between etiological subtypes.  She was an engaged and vocal member of her team-based learning group and she enriched both small-group and large-group discussions.  Her individual average score was above the class average and her team score was at the group average.

Interpersonal and Communication Skills and Interprofessional Collaboration: 
Lavender consistently created excellent rapport and therapeutic relationships with her patients and displayed strong interpersonal skills.  ""Lavender was very committed and conscientious and had good rapport with patients and their families; she was well read and asked appropriate questions."" 

Professionalism and Personal Development: 
Lavenderely consistently worked to place her patients' needs before her own, while balancing her own need to learn in the clinical setting.  ""Lavender is a very strong medical student. She is very hard working and thorough in her work. She constantly checked in with me during the day offering her help.""  She was on time and present for all clerkship activities.

Systems-based Practice: 
Lavender was able to work as an contributing member of the health care team to promote the best in patient care.  ""Her presentations were very complete, and as the year goes on, I think she will be able to take it to the next level in creating a management plan.""

Lavender is a motivated student who was dedicated to honing her pediatric clinical skill set and her ability to deliver quality patient care.  She worked to take ownership for her patients and made significant contributions to the healthcare team.  Her enthusiasm was welcomed and appreciated by the health care team.  She is well on her way to becoming an outstanding clinician.


**********************************
NBME Student Score - 75   Group Mean - 75.1   National Quartile Mean - 76.6 (SD 8.5)

TBL RESULTS:
IRAT SCORES	
Individual - #1 - 90  #2 - 90   #3 - 80  #4 - 80   Average - 85
Group Avg. #1 - 72  #2 - 76    #3 -75  #4 - 83   Average - 77
 (n = 22)
Team 1 GRAT Performance:
196/200
Overall Team GRAT Average:
196/200","Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,G,General,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,G,General,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)",3.5 <br><br>,3.5,3.5,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,T,Trustworthiness,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)","4 - Interprets data comprehensively and accurately.  Consistently generates reasonable, age-appropriate and prioritized differential.  Supports differential with sound reasoning in notes and clinical discussions.<br><br>",4,4,,Summary,Evaluation,,"Dursley, Dudley",Dudley,Dursley,2,12/21/17,2017,8,0,1,History and Physical,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Dursley, Dudley",Dudley,Dursley,2,12/21/17,2017,8,0,T,Trustworthiness,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Dursley, Dudley",Dudley,Dursley,2,12/21/17,2017,8,0,6,Oral Presentation,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",4.5<br><br>,4.5,4.5,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,6,Oral Presentation,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,G,General,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4.5<br><br>,4.5,4.5,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,T,Trustworthiness,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,G,General,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)",4.5 <br><br>,4.5,4.5,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,T,Trustworthiness,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)","4 - Interprets data comprehensively and accurately.  Consistently generates reasonable, age-appropriate and prioritized differential.  Supports differential with sound reasoning in notes and clinical discussions.<br><br>",4,4,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",4.5<br><br>,4.5,4.5,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)",4.5<br><br>,4.5,4.5,,Summary,Evaluation,,"Bell, Katie",Katie,Bell,,12/21/17,2017,8,0.4,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"The following areas of improvement were recommended for Dudley by attendings and residents who worked with him.  

""As we previously discussed, I would encourage Dudley to continue work on his making his presentations more concise and organized. Reviewing the key elements of presentation may be helpful in preventing him from repeating the same information multiple times throughout the presentation. ""

""Would continue to work on scaling presentations depending on the moment. Superb job.""","Dursley, Dudley",Dudley,Dursley,2,12/21/17,2017,8,0,G,General,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"The following is a narrative assessment of how Dudley Tong Dudley fulfilled the competencies required in this rotation.
 
Patient Care: 
Dudley showed excellent to outstanding ability in his patient care activities in all settings of the rotation and he clearly developed a solid approach to pediatric care during this clerkship.  ""Dudley was a very strong medical student. Enthusiastic, engaged, willing to help. Professional, punctual, respectful of patients. Good presentation skills and clearly thinks through differentials and management plans. Clearly did reading outside of the hospital and was able to cite review articles and papers during rounds. It was great to work with Dudley.""  ""Dudley was a really incredible medical student on the rotation. He was clearly very proficient in the reporter phase, and I felt that he was already advancing towards the next phase. He built great relationships with his patients and always found out more background information to supplement a patient's clinical picture, which was really helpful. For example, we shared a patient who was in the foster care system, and Dudley always made sure to contact the foster care agency daily to give them updates and obtain collateral information. He also always made it a priority to include teaching points and literature in his presentations to help the team learn as well. Amazing few weeks working with him!""  ""Great job of providing evidence to the team including a patient for whom Dudley corrected the course of antibiotics based on his reading.""  Dudley was a reliable reporter and interpreter of patient information and he is encouraged to challenge himself to take an even greater role in patient management.  Notes were thorough and timely and Dudley consistently and efficiently finished all daily tasks.  

Knowledge for Practice: 
Dudley's fund of knowledge was judged to meet and at times exceed expectations for his level of training and he was usually able to apply his understanding of pathophysiology to the clinical setting.  ""It was a joy having Dudley on our team this block! He contributed consistently to the team and was well prepared for rounds. He did a particularly great job of reviewing the literature before rounds and sharing his findings with the team.""  He scored just below the group and below the national mean on the NBME shelf exam.

Practice-based Learning and Improvement: 
Dudley was challenged to read throughout the rotation and build a broad base of pediatric knowledge.  ""Dudley is an enthusiastic and self-motivated student. In the week that we worked together, he would frequently look to the literature to help him with his management plans and discuss them on rounds. He did a good job with family-centered rounds and often explained things to family as he was presenting without using medical terminology.""  ""Dudley was always eager and willing to help with patient care related tasks. He was open to feedback and altered his presentations based on this feedback. He learned with time and feedback how to present in a patient centered manner and how to approach patients and their families by using less scientific/medical jargon."" His write-up of a neonate with fever and UTI was well done.  Dudley developed a comprehensive differential related to the patient's presentation.  The write-up was extremely well constructed and well referenced.  Dudley was always prepared for team-based learning sessions and he made contributions to the small-group and large-group learning process.

Interpersonal and Communication Skills: 
Dudley has excellent interpersonal and communication skills and he consistently created warm and therapeutic relationships with patients and their families.  ""Dudley consistently came prepared to rounds. He was an active member of the team and consistently helped with patient care and daily tasks. Routinely brought articles about relevant topics to present to the team.""  Dudley was deemed a valued member of the health care team by patients, families, and his co-workers.  

Professionalism and Personal Development: 
Dudley always put the needs of his patients and families above his own. He worked tirelessly to better his clinical skills. ""Very enthusiastic and always eager to come in early or stay late for the benefit of getting to know his patients more in helping the team. I was particularly impressed with his overwhelmingly positive attitude even when he had very complex patients.""  He was on time and prepared for all clerkship activities.  

Systems-based Practice: 
Dudley was able to work as an integral member of the health care team to promote the best in patient care. ""Always a joy to have on the team, I was consistently impressed by both work ethic and fund of knowledge. Did a great job of getting to know his patients and establishing a bond with them. I was especially impressed by Dudley's motivation and level of self-direction.""

Dudley displayed a true commitment to his patients and to learning during this rotation.   He sharpened his pediatric clinical skills and refined his approach to pediatric patient care.  He consistently made significant contributions to his patients, their families, and the health care team and demonstrated excellent interpersonal skills.  He is well on his way to becoming an outstanding clinician.

************************************

NBME Student Score - 72   Group Mean - 73.3   National Mean - 76.6 (SD 8.5)

TBL RESULTS:
IRAT SCORES
Individual - #1 - 60  #2 - 70   #3 - 90  #4 - 70   Average - 72.5
Group Avg. #1 - 72 #2 - 73   #3 -75  #4 - 78   Average - 75 
 (n = 16)

Team 4 GRAT Performance:
186/200
Overall Team GRAT Average:
192/200


","Dursley, Dudley",Dudley,Dursley,2,12/21/17,2017,8,0,G,General,"Cocks, Patrick"
